,0,1,2,3,4,5,6,7,8,9
0,0.29028587230504044,0.2283051236401615,0.20134619339790694,0.08842219417121708,0.16931561125363542,0.03295300614775454,0.14237325871775808,0.1701685920236318,0.10762406740372757,0.23456121685282916
1,0.32167415651307363,0.10210115521417909,0.14946078723247033,0.09607369681904901,0.131812024591018,0.1864103528604736,0.1701685920236318,0.20134619339790694,0.10270710210790708,0.15872269607348397
2,0.12152468207226741,0.13181202459101804,0.029474064723739028,0.13181202459101804,0.07610170788005384,0.11881375334640895,0.30630346564253724,0.14237325871775805,0.11140149340747876,0.10210115521417903
3,0.2656756291444635,0.07610170788005385,0.09320517643023682,0.25863386830250046,0.18872609820823788,0.13719430495595802,0.20841311035287072,0.1242735685736491,0.08336524414114828,0.08842219417121712
4,0.09320517643023682,0.12504786621172242,0.13181202459101804,0.24364434511840352,0.07045649078237301,0.14439283843785247,0.08336524414114828,0.17962951067929508,0.14237325871775808,0.16439847849220368
5,0.12152468207226742,0.2084131103528707,0.19550882747058487,0.22830512364016153,0.13181202459101804,0.11789625889495613,0.22830512364016148,0.22105548542804263,0.17228256863097868,0.21524813480745514
6,0.12032736536487709,0.05381203370186379,0.1784743249950417,0.13181202459101804,0.065906012295509,0.16476503073877252,0.2084131103528707,0.12203422175807829,0.09885901844326356,0.11789625889495613
7,0.04168262207057412,0.3360560427578865,0.2283051236401615,0.11881375334640895,0.29474064723739024,0.17847432499504165,0.1203273653648771,0.3273258222808421,0.08336524414114824,0.3175973889917546
8,0.20134619339790694,0.12032736536487704,0.14237325871775808,0.16143610110559134,0.17437091843788202,0.07045649078237298,0.13506713263456177,0.15841833779521194,0.2152481348074551,0.20631845306617322
9,0.1977180368865271,0.17962951067929506,0.0,0.15596209077047027,0.20631845306617316,0.22830512364016148,0.1864103528604736,0.18641035286047364,0.18641035286047364,0.1680280213789432
10,0.07610170788005384,0.0761017078800538,0.352282453911865,0.22830512364016153,0.14237325871775805,0.20631845306617314,0.17684438834243418,0.1784743249950417,0.11415256182008075,0.18641035286047364
11,0.13242085935322256,0.16710224011121808,0.08336524414114828,0.24659771773830552,0.026906016850931896,0.1701685920236318,0.19402204674906617,0.1864103528604736,0.11415256182008074,0.281825963129492
